GEO,Products,VECTOR
Alberta,"Canned salmon, 213 grams",v1353834646
Alberta,"Canned tuna, 170 grams",v1159447306
Alberta,"Meatless burgers, 226 grams",v1458870219
Alberta,"Milk, 1 litre",v1159447307
Alberta,"Milk, 2 litres",v1159447308
Alberta,"Milk, 4 litres",v1159447309
Alberta,"Soy milk, 1.89 litres",v1458870229
Alberta,"Nut milk, 1.89 litres",v1458870220
Alberta,"Cream, 1 litre",v1159447310
Alberta,"Butter, 454 grams",v1159447311
Alberta,"Margarine, 907 grams",v1458870218
Alberta,"Block cheese, 500 grams",v1159447312
Alberta,"Yogurt, 500 grams",v1159447313
Alberta,"Eggs, 1 dozen",v1159447314
Alberta,"Apples, per kilogram",v1159447315
Alberta,"Oranges, per kilogram",v1159447316
Alberta,"Oranges, 1.36 kilograms",v1159447317
Alberta,"Bananas, per kilogram",v1159447318
Alberta,"Pears, per kilogram",v1159447319
Alberta,"Lemons, unit",v1159447320
Alberta,"Limes, unit",v1353834647
Alberta,"Grapes, per kilogram",v1159447321
Alberta,"Cantaloupe, unit",v1159447322
Alberta,"Strawberries, 454 grams",v1458870231
Alberta,"Avocado, unit",v1159447323
Alberta,"Potatoes, 4.54 kilograms",v1159447324
Alberta,"Potatoes, per kilogram",v1353834648
Alberta,"Sweet potatoes, per kilogram",v1353834649
Alberta,"Tomatoes, per kilogram",v1159447325
Alberta,"Cabbage, per kilogram",v1159447326
Alberta,"Carrots, 1.36 kilograms",v1159447327
Alberta,"Onions, per kilogram",v1159447328
Alberta,"Onions, 1.36 kilograms",v1159447329
Alberta,"Celery, unit",v1159447330
Alberta,"Cucumber, unit",v1159447331
Alberta,"Mushrooms, 227 grams",v1159447332
Alberta,"Iceberg lettuce, unit",v1353834650
Alberta,"Romaine lettuce, unit",v1353834651
Alberta,"Broccoli, unit",v1159447333
Alberta,"Peppers, per kilogram",v1159447334
Alberta,"Squash, per kilogram",v1458870230
Alberta,"Salad greens, 142 grams",v1458870225
Alberta,"Frozen french fried potatoes, 750 grams",v1353834652
Alberta,"Frozen green beans, 750 grams",v1353834653
Alberta,"Frozen broccoli, 500 grams",v1353834654
Alberta,"Frozen corn, 750 grams ",v1353834655
Alberta,"Frozen mixed vegetables, 750 grams ",v1353834656
Alberta,"Frozen peas, 750 grams",v1353834657
Alberta,"Frozen pizza, 390 grams",v1458870212
Alberta,"Frozen spinach, 300 grams",v1458870213
Alberta,"Frozen strawberries, 600 grams",v1458870214
Alberta,"White bread, 675 grams",v1353834658
Alberta,"Flatbread and pita, 500 grams ",v1458870211
Alberta,"Crackers and crisp breads, 200 grams ",v1458870209
Alberta,"Cookies and sweet biscuits, 300 grams ",v1458870208
Alberta,"Dry or fresh pasta, 500 grams",v1353834659
Alberta,"Brown rice, 900 grams ",v1458870203
Alberta,"White rice, 2 kilograms",v1458870234
Alberta,"Cereal, 400 grams",v1353834660
Alberta,"Wheat flour, 2.5 kilograms",v1353834661
Alberta,"White sugar, 2 kilograms",v1353834662
Alberta,"Apple juice, 2 litres",v1353834663
Alberta,"Orange juice, 2 litres",v1353834664
Alberta,"Roasted or ground coffee, 340 grams",v1353834665
Alberta,Tea (20 bags),v1353834666
Alberta,"Ketchup, 1 litre",v1353834667
Alberta,"Vegetable oil, 3 litres",v1353834668
Alberta,"Canola oil, 3 litres",v1458870207
Alberta,"Olive oil, 1 litre",v1458870221
Alberta,"Baby food, 128 millilitres",v1353834669
Alberta,"Infant formula, 900 grams ",v1458870216
Alberta,"Peanut butter, 1 kilogram",v1353834670
Alberta,"Mayonnaise, 890 millilitres ",v1353834671
Alberta,"Canned baked beans, 398 millilitres",v1353834672
Alberta,"Canned tomatoes, 796 millilitres",v1353834673
Alberta,"Canned soup, 284 millilitres",v1353834674
Alberta,"Canned beans and lentils, 540 millilitres",v1353834675
Alberta,"Canned corn, 341 millilitres",v1458870204
Alberta,"Canned peach, 398 millilitres",v1458870205
Alberta,"Canned pear, 398 millilitres",v1458870206
Alberta,"Dried lentils, 900 grams",v1353834676
Alberta,"Dry beans and legumes, 900 grams ",v1458870210
Alberta,"Tofu, 350 grams ",v1458870233
Alberta,"Hummus, 227 grams",v1458870215
Alberta,"Salsa, 418 millilitres",v1458870227
Alberta,"Pasta sauce, 650 millilitres",v1458870222
Alberta,"Salad dressing, 475 millilitres",v1458870224
Alberta,"Almonds, 200 grams",v1458870202
Alberta,"Peanuts, 450 grams",v1458870223
Alberta,"Sunflower seeds, 400 grams ",v1458870232
Alberta,"Deodorant, 85 grams",v1353834677
Alberta,"Toothpaste, 100 millilitres",v1353834678
Alberta,"Shampoo, 400 millilitres",v1353834679
Alberta,"Laundry detergent, 4.43 litres",v1458870217
British Columbia,"Beef stewing cuts, per kilogram",v1159447335
British Columbia,"Beef striploin cuts, per kilogram",v1159447336
British Columbia,"Beef top sirloin cuts, per kilogram",v1159447337
British Columbia,"Beef rib cuts, per kilogram",v1353834680
British Columbia,"Ground beef, per kilogram",v1159447338
British Columbia,"Pork loin cuts, per kilogram",v1159447339
British Columbia,"Pork rib cuts, per kilogram",v1159447340
British Columbia,"Pork shoulder cuts, per kilogram",v1353834681
British Columbia,"Whole chicken, per kilogram",v1159447341
British Columbia,"Chicken breasts, per kilogram",v1159447342
British Columbia,"Chicken thigh, per kilogram",v1159447343
British Columbia,"Chicken drumsticks, per kilogram",v1353834682
British Columbia,"Bacon, 500 grams",v1159447344
British Columbia,"Wieners, 400 grams",v1159447345
British Columbia,"Salmon, per kilogram",v1458870259
British Columbia,"Shrimp, 300 grams",v1458870261
British Columbia,"Canned salmon, 213 grams",v1353834683
British Columbia,"Canned tuna, 170 grams",v1159447346
British Columbia,"Meatless burgers, 226 grams",v1458870252
British Columbia,"Milk, 1 litre",v1159447347
British Columbia,"Milk, 2 litres",v1159447348
British Columbia,"Milk, 4 litres",v1159447349
British Columbia,"Soy milk, 1.89 litres",v1458870262
British Columbia,"Nut milk, 1.89 litres",v1458870253
British Columbia,"Cream, 1 litre",v1159447350
British Columbia,"Butter, 454 grams",v1159447351
British Columbia,"Margarine, 907 grams",v1458870251
British Columbia,"Block cheese, 500 grams",v1159447352
British Columbia,"Yogurt, 500 grams",v1159447353
British Columbia,"Eggs, 1 dozen",v1159447354
British Columbia,"Apples, per kilogram",v1159447355
British Columbia,"Oranges, per kilogram",v1159447356
British Columbia,"Oranges, 1.36 kilograms",v1159447357
British Columbia,"Bananas, per kilogram",v1159447358
British Columbia,"Pears, per kilogram",v1159447359
British Columbia,"Lemons, unit",v1159447360
British Columbia,"Limes, unit",v1353834684
British Columbia,"Grapes, per kilogram",v1159447361
British Columbia,"Cantaloupe, unit",v1159447362
British Columbia,"Strawberries, 454 grams",v1458870264
British Columbia,"Avocado, unit",v1159447363
British Columbia,"Potatoes, 4.54 kilograms",v1159447364
British Columbia,"Potatoes, per kilogram",v1353834685
British Columbia,"Sweet potatoes, per kilogram",v1353834686
British Columbia,"Tomatoes, per kilogram",v1159447365
British Columbia,"Cabbage, per kilogram",v1159447366
British Columbia,"Carrots, 1.36 kilograms",v1159447367
British Columbia,"Onions, per kilogram",v1159447368
British Columbia,"Onions, 1.36 kilograms",v1159447369
British Columbia,"Celery, unit",v1159447370
British Columbia,"Cucumber, unit",v1159447371
British Columbia,"Mushrooms, 227 grams",v1159447372
British Columbia,"Iceberg lettuce, unit",v1353834687
British Columbia,"Romaine lettuce, unit",v1353834688
British Columbia,"Broccoli, unit",v1159447373
British Columbia,"Peppers, per kilogram",v1159447374
British Columbia,"Squash, per kilogram",v1458870263
British Columbia,"Salad greens, 142 grams",v1458870258
British Columbia,"Frozen french fried potatoes, 750 grams",v1353834689
British Columbia,"Frozen green beans, 750 grams",v1353834690
British Columbia,"Frozen broccoli, 500 grams",v1353834691
British Columbia,"Frozen corn, 750 grams ",v1353834692
British Columbia,"Frozen mixed vegetables, 750 grams ",v1353834693
British Columbia,"Frozen peas, 750 grams",v1353834694
British Columbia,"Frozen pizza, 390 grams",v1458870245
British Columbia,"Frozen spinach, 300 grams",v1458870246
British Columbia,"Frozen strawberries, 600 grams",v1458870247
British Columbia,"White bread, 675 grams",v1353834695
British Columbia,"Flatbread and pita, 500 grams ",v1458870244
British Columbia,"Crackers and crisp breads, 200 grams ",v1458870242
British Columbia,"Cookies and sweet biscuits, 300 grams ",v1458870241
British Columbia,"Dry or fresh pasta, 500 grams",v1353834696
British Columbia,"Brown rice, 900 grams ",v1458870236
British Columbia,"White rice, 2 kilograms",v1458870267
British Columbia,"Cereal, 400 grams",v1353834697
British Columbia,"Wheat flour, 2.5 kilograms",v1353834698
British Columbia,"White sugar, 2 kilograms",v1353834699
British Columbia,"Apple juice, 2 litres",v1353834700
British Columbia,"Orange juice, 2 litres",v1353834701
British Columbia,"Roasted or ground coffee, 340 grams",v1353834702
British Columbia,Tea (20 bags),v1353834703
British Columbia,"Ketchup, 1 litre",v1353834704
British Columbia,"Vegetable oil, 3 litres",v1353834705
British Columbia,"Canola oil, 3 litres",v1458870240
British Columbia,"Olive oil, 1 litre",v1458870254
British Columbia,"Baby food, 128 millilitres",v1353834706
British Columbia,"Infant formula, 900 grams ",v1458870249
British Columbia,"Peanut butter, 1 kilogram",v1353834707
British Columbia,"Mayonnaise, 890 millilitres ",v1353834708
British Columbia,"Canned baked beans, 398 millilitres",v1353834709
British Columbia,"Canned tomatoes, 796 millilitres",v1353834710
British Columbia,"Canned soup, 284 millilitres",v1353834711
British Columbia,"Canned beans and lentils, 540 millilitres",v1353834712
British Columbia,"Canned corn, 341 millilitres",v1458870237
British Columbia,"Canned peach, 398 millilitres",v1458870238
British Columbia,"Canned pear, 398 millilitres",v1458870239
British Columbia,"Dried lentils, 900 grams",v1353834713
British Columbia,"Dry beans and legumes, 900 grams ",v1458870243
British Columbia,"Tofu, 350 grams ",v1458870266
British Columbia,"Hummus, 227 grams",v1458870248
British Columbia,"Salsa, 418 millilitres",v1458870260
British Columbia,"Pasta sauce, 650 millilitres",v1458870255
British Columbia,"Salad dressing, 475 millilitres",v1458870257
British Columbia,"Almonds, 200 grams",v1458870235
British Columbia,"Peanuts, 450 grams",v1458870256
British Columbia,"Sunflower seeds, 400 grams ",v1458870265
British Columbia,"Deodorant, 85 grams",v1353834714
British Columbia,"Toothpaste, 100 millilitres",v1353834715
British Columbia,"Shampoo, 400 millilitres",v1353834716
British Columbia,"Laundry detergent, 4.43 litres",v1458870250
Canada,"Beef stewing cuts, per kilogram",v1353834271
Canada,"Beef striploin cuts, per kilogram",v1353834272
Canada,"Beef top sirloin cuts, per kilogram",v1353834273
Canada,"Beef rib cuts, per kilogram",v1353834311
Canada,"Ground beef, per kilogram",v1353834274
Canada,"Pork loin cuts, per kilogram",v1353834275
Canada,"Pork rib cuts, per kilogram",v1353834276
Canada,"Pork shoulder cuts, per kilogram",v1353834312
Canada,"Whole chicken, per kilogram",v1353834277
Canada,"Chicken breasts, per kilogram",v1353834278
Canada,"Chicken thigh, per kilogram",v1353834279
Canada,"Chicken drumsticks, per kilogram",v1353834313
Canada,"Bacon, 500 grams",v1353834280
Canada,"Wieners, 400 grams",v1353834281
Canada,"Salmon, per kilogram",v1458869929
Canada,"Shrimp, 300 grams",v1458869931
Canada,"Canned salmon, 213 grams",v1353834314
Canada,"Canned tuna, 170 grams",v1353834282
Canada,"Meatless burgers, 226 grams",v1458869922
Canada,"Milk, 1 litre",v1353834283
Canada,"Milk, 2 litres",v1353834284
Canada,"Milk, 4 litres",v1353834285
Canada,"Soy milk, 1.89 litres",v1458869932
Canada,"Nut milk, 1.89 litres",v1458869923
Canada,"Cream, 1 litre",v1353834286
Canada,"Butter, 454 grams",v1353834287
Canada,"Margarine, 907 grams",v1458869921
Canada,"Block cheese, 500 grams",v1353834288
Canada,"Yogurt, 500 grams",v1353834289
Canada,"Eggs, 1 dozen",v1353834290
Canada,"Apples, per kilogram",v1353834291
Canada,"Oranges, per kilogram",v1353834292
Canada,"Oranges, 1.36 kilograms",v1353834293
Canada,"Bananas, per kilogram",v1353834294
Canada,"Pears, per kilogram",v1353834295
Canada,"Lemons, unit",v1353834296
Canada,"Limes, unit",v1353834315
Canada,"Grapes, per kilogram",v1353834297
Canada,"Cantaloupe, unit",v1353834298
Canada,"Strawberries, 454 grams",v1458869934
Canada,"Avocado, unit",v1353834299
Canada,"Potatoes, 4.54 kilograms",v1353834300
Canada,"Potatoes, per kilogram",v1353834316
Canada,"Sweet potatoes, per kilogram",v1353834317
Canada,"Tomatoes, per kilogram",v1353834301
Canada,"Cabbage, per kilogram",v1353834302
Canada,"Carrots, 1.36 kilograms",v1353834303
Canada,"Onions, per kilogram",v1353834304
Canada,"Onions, 1.36 kilograms",v1353834305
Canada,"Celery, unit",v1353834306
Canada,"Cucumber, unit",v1353834307
Canada,"Mushrooms, 227 grams",v1353834308
Canada,"Iceberg lettuce, unit",v1353834318
Canada,"Romaine lettuce, unit",v1353834319
Canada,"Broccoli, unit",v1353834309
Canada,"Peppers, per kilogram",v1353834310
Canada,"Squash, per kilogram",v1458869933
Canada,"Salad greens, 142 grams",v1458869928
Canada,"Frozen french fried potatoes, 750 grams",v1353834320
Canada,"Frozen green beans, 750 grams",v1353834321
Canada,"Frozen broccoli, 500 grams",v1353834322
Canada,"Frozen corn, 750 grams ",v1353834323
Canada,"Frozen mixed vegetables, 750 grams ",v1353834324
Canada,"Frozen peas, 750 grams",v1353834325
Canada,"Frozen pizza, 390 grams",v1458869915
Canada,"Frozen spinach, 300 grams",v1458869916
Canada,"Frozen strawberries, 600 grams",v1458869917
Canada,"White bread, 675 grams",v1353834326
Canada,"Flatbread and pita, 500 grams ",v1458869914
Canada,"Crackers and crisp breads, 200 grams ",v1458869912
Canada,"Cookies and sweet biscuits, 300 grams ",v1458869911
Canada,"Dry or fresh pasta, 500 grams",v1353834327
Canada,"Brown rice, 900 grams ",v1458869906
Canada,"White rice, 2 kilograms",v1458869937
Canada,"Cereal, 400 grams",v1353834328
Canada,"Wheat flour, 2.5 kilograms",v1353834329
Canada,"White sugar, 2 kilograms",v1353834330
Canada,"Apple juice, 2 litres",v1353834331
Canada,"Orange juice, 2 litres",v1353834332
Canada,"Roasted or ground coffee, 340 grams",v1353834333
Canada,Tea (20 bags),v1353834334
Canada,"Ketchup, 1 litre",v1353834335
Canada,"Vegetable oil, 3 litres",v1353834336
Canada,"Canola oil, 3 litres",v1458869910
Canada,"Olive oil, 1 litre",v1458869924
Canada,"Baby food, 128 millilitres",v1353834337
Canada,"Infant formula, 900 grams ",v1458869919
Canada,"Peanut butter, 1 kilogram",v1353834338
Canada,"Mayonnaise, 890 millilitres ",v1353834339
Canada,"Canned baked beans, 398 millilitres",v1353834340
Canada,"Canned tomatoes, 796 millilitres",v1353834341
Canada,"Canned soup, 284 millilitres",v1353834342
Canada,"Canned beans and lentils, 540 millilitres",v1353834343
Canada,"Canned corn, 341 millilitres",v1458869907
Canada,"Canned peach, 398 millilitres",v1458869908
Canada,"Canned pear, 398 millilitres",v1458869909
Canada,"Dried lentils, 900 grams",v1353834344
Canada,"Dry beans and legumes, 900 grams ",v1458869913
Canada,"Tofu, 350 grams ",v1458869936
Canada,"Hummus, 227 grams",v1458869918
Canada,"Salsa, 418 millilitres",v1458869930
Canada,"Pasta sauce, 650 millilitres",v1458869925
Canada,"Salad dressing, 475 millilitres",v1458869927
Canada,"Almonds, 200 grams",v1458869905
Canada,"Peanuts, 450 grams",v1458869926
Canada,"Sunflower seeds, 400 grams ",v1458869935
Canada,"Deodorant, 85 grams",v1353834345
Canada,"Toothpaste, 100 millilitres",v1353834346
Canada,"Shampoo, 400 millilitres",v1353834347
Canada,"Laundry detergent, 4.43 litres",v1458869920
Newfoundland and Labrador,"Beef stewing cuts, per kilogram",v1159446976
Newfoundland and Labrador,"Beef striploin cuts, per kilogram",v1159446977
Newfoundland and Labrador,"Beef top sirloin cuts, per kilogram",v1159446978
Newfoundland and Labrador,"Beef rib cuts, per kilogram",v1353834348
Newfoundland and Labrador,"Ground beef, per kilogram",v1159446979
Newfoundland and Labrador,"Pork loin cuts, per kilogram",v1159446980
Newfoundland and Labrador,"Pork rib cuts, per kilogram",v1159446981
Newfoundland and Labrador,"Pork shoulder cuts, per kilogram",v1353834349
Newfoundland and Labrador,"Whole chicken, per kilogram",v1159446982
Newfoundland and Labrador,"Chicken breasts, per kilogram",v1159446983
Newfoundland and Labrador,"Chicken thigh, per kilogram",v1159446984
Newfoundland and Labrador,"Chicken drumsticks, per kilogram",v1353834350
Newfoundland and Labrador,"Bacon, 500 grams",v1159446985
Newfoundland and Labrador,"Wieners, 400 grams",v1159446986
Newfoundland and Labrador,"Salmon, per kilogram",v1458869962
Newfoundland and Labrador,"Shrimp, 300 grams",v1458869964
Newfoundland and Labrador,"Canned salmon, 213 grams",v1353834351
Newfoundland and Labrador,"Canned tuna, 170 grams",v1159446987
Newfoundland and Labrador,"Meatless burgers, 226 grams",v1458869955
Newfoundland and Labrador,"Milk, 1 litre",v1159446988
Newfoundland and Labrador,"Milk, 2 litres",v1159446989
Newfoundland and Labrador,"Soy milk, 1.89 litres",v1458869965
Newfoundland and Labrador,"Nut milk, 1.89 litres",v1458869956
Newfoundland and Labrador,"Cream, 1 litre",v1159446990
Newfoundland and Labrador,"Butter, 454 grams",v1159446991
Newfoundland and Labrador,"Margarine, 907 grams",v1458869954
Newfoundland and Labrador,"Block cheese, 500 grams",v1159446992
Newfoundland and Labrador,"Yogurt, 500 grams",v1159446993
Newfoundland and Labrador,"Eggs, 1 dozen",v1159446994
Newfoundland and Labrador,"Apples, per kilogram",v1159446995
Newfoundland and Labrador,"Oranges, per kilogram",v1159446996
Newfoundland and Labrador,"Oranges, 1.36 kilograms",v1159446997
Newfoundland and Labrador,"Bananas, per kilogram",v1159446998
Newfoundland and Labrador,"Pears, per kilogram",v1159446999
Newfoundland and Labrador,"Lemons, unit",v1159447000
Newfoundland and Labrador,"Limes, unit",v1353834352
Newfoundland and Labrador,"Grapes, per kilogram",v1159447001
Newfoundland and Labrador,"Cantaloupe, unit",v1159447002
Newfoundland and Labrador,"Strawberries, 454 grams",v1458869967
Newfoundland and Labrador,"Avocado, unit",v1159447003
Newfoundland and Labrador,"Potatoes, 4.54 kilograms",v1159447004
Newfoundland and Labrador,"Potatoes, per kilogram",v1353834353
Newfoundland and Labrador,"Sweet potatoes, per kilogram",v1353834354
Newfoundland and Labrador,"Tomatoes, per kilogram",v1159447005
Newfoundland and Labrador,"Cabbage, per kilogram",v1159447006
Newfoundland and Labrador,"Carrots, 1.36 kilograms",v1159447007
Newfoundland and Labrador,"Onions, per kilogram",v1159447008
Newfoundland and Labrador,"Onions, 1.36 kilograms",v1159447009
